"基準番号（ＨＯＴコード）","包装数量数","包装数量単位","包装入数数","包装入数単位","更新区分","更新年月日"
"1872156010301","1","本","1","入","1","20080831"
"1872156010302","1","本","1","入","1","20080831"
"1872156010401","1","本","1","入","1","20080831"
"1872156010501","1","本","1","入","1","20080831"
"1872156010502","1","本","1","入","1","20080831"
"1872156010601","1","本","1","入","1","20080831"
"1872156010701","1","本","1","入","1","20080831"
"1872156010801","1","本","1","入","1","20080831"
"1872156010901","1","本","1","入","1","20080831"
"1872156011001","1","本","1","入","1","20080831"
"1872156011101","1","本","1","入","1","20080831"
"1872156011201","1","本","1","入","1","20080831"
"1872156011301","1","本","1","入","1","20080831"
"1872156011501","1","本","1","入","1","20080831"
"1872156011701","1","本","1","入","1","20080831"
"1872156011801","1","本","1","入","1","20080831"
"1872156011901","1","本","1","入","1","20090630"
"1872170010101","1","本","1","入","1","20080831"
"1872170010201","1","本","1","入","1","20080831"
"1872170010301","1","本","1","入","1","20080831"
"1872170010401","1","本","1","入","1","20080831"
"1872170010501","1","本","1","入","1","20080831"
"1872170010601","1","本","1","入","1","20080831"
"1872187010101","1","本","1","入","1","20080831"
"1872187010201","1","本","1","入","1","20080831"
"1872187010301","1","本","1","入","1","20080831"
"1872187010401","1","本","1","入","1","20080831"
"1872187010501","1","本","1","入","1","20080831"
"1872187010601","1","本","1","入","1","20080831"
"1872187010701","1","本","1","入","1","20080831"
"1872187010801","1","本","1","入","1","20080831"
"1872194010101","1","本","1","入","1","20080630"
"1872194010201","1","本","1","入","1","20080630"
"1872194010301","1","本","1","入","1","20080630"
"1872194010401","1","本","1","入","1","20080630"
"1872194010501","1","本","1","入","1","20080630"
"1872194010601","1","本","1","入","1","20080630"
"1872194010701","1","本","1","入","1","20081130"
"1872194010801","1","本","1","入","1","20081130"
"1872194010901","1","本","1","入","1","20120131"
"1872200010101","1","本","1","入","1","20080831"
"1872200010201","1","本","1","入","1","20080831"
"1872200010301","1","本","1","入","1","20080831"
"1872200010401","1","本","1","入","1","20080831"
"1872200010501","1","本","1","入","1","20080831"
"1872200010601","1","本","1","入","1","20080831"
"1872200010701","1","本","1","入","1","20080831"
"1872200010801","1","本","1","入","1","20080831"
"1872200010901","1","本","1","入","1","20080831"
"1872200011001","1","本","1","入","1","20090630"
"1872200011101","1","本","1","入","1","20221130"
"1872217010101","1","本","1","入","1","20080831"
"1872279010101","1","本","1","入","1","20080930"
"1872279010201","1","本","1","入","1","20080930"
"1872279010301","1","本","1","入","1","20080930"
"1872279010401","1","本","1","入","1","20080930"
"1872279010501","1","本","1","入","1","20080930"
"1872279010601","1","本","1","入","1","20080930"
"1872279010701","1","本","1","入","1","20080930"
"1872279010801","1","本","1","入","1","20080930"
"1872279010901","1","本","1","入","1","20080930"
"1872279011001","1","本","1","入","1","20080930"
"1872279011101","1","本","1","入","1","20080930"
"1872279011201","1","本","1","入","1","20080930"
"1872279011301","1","本","1","入","1","20080930"
"1872279011401","1","本","1","入","1","20080930"
"1872279011501","1","本","1","入","1","20080930"
"1872279011601","1","本","1","入","1","20080930"
"1872279011701","1","本","1","入","1","20080930"
"1872279011801","1","本","1","入","1","20080930"
"1872279011901","1","本","1","入","1","20080930"
"1872279012001","1","本","1","入","4","20080930"
"1872279012101","1","本","1","入","1","20080930"
"1872279012201","1","本","1","入","1","20150630"
"1872279012301","1","本","1","入","1","20150630"
"1872279012401","1","本","1","入","1","20150630"
"1872279012501","1","本","1","入","1","20150630"
"1872279012601","1","本","1","入","1","20150630"
"1872279012701","1","本","1","入","1","20150630"
"1872279012801","1","本","1","入","1","20150630"
"1872279012901","1","本","1","入","1","20150630"
"1872286010101","1","本","1","入","1","20080930"
"1872286010201","1","本","1","入","1","20080930"
"1872286010301","1","本","1","入","1","20211031"
"1872286010401","1","本","1","入","1","20211031"
"1872286010501","1","本","1","入","1","20080930"
"1872286010601","1","本","1","入","1","20211031"
"1872286010701","1","本","1","入","1","20220228"
"1872293010101","1","本","1","入","1","20080930"
"1872293010201","1","本","1","入","1","20080930"
"1872309010101","1","本","1","入","1","20080930"
"1872309010201","1","本","1","入","1","20080930"
"1872309010301","1","本","1","入","1","20080930"
"1872309010401","1","本","1","入","1","20080930"
"1872309010501","1","本","1","入","1","20080930"
"1872309010601","1","本","1","入","1","20150630"
"1872323010101","1","本","1","入","1","20080731"
"1872323010201","1","本","1","入","1","20080731"
"1872330010101","1","本","1","入","1","20080831"
"1872330010201","1","本","1","入","1","20080831"
"1872330010301","1","本","1","入","1","20080831"
"1872330010401","1","本","1","入","1","20080831"
"1872330010501","1","本","1","入","1","20080831"
"1872330010601","1","本","1","入","1","20080831"
"1872330010701","1","本","1","入","1","20080831"
"1872330010801","1","本","1","入","1","20090630"
"1872330010901","1","本","1","入","1","20090630"
"1872330011001","1","本","1","入","1","20090731"
"1872330011101","1","本","1","入","1","20100331"
"1872330011201","1","本","1","入","1","20100630"
"1872330011301","1","本","1","入","1","20100730"
"1872330011401","1","本","1","入","1","20111130"
"1872330011501","1","本","1","入","1","20130731"
"1872330011601","1","本","1","入","1","20131023"
"1872330011701","1","本","1","入","1","20220930"
"1872330011801","1","本","1","入","1","20231231"
"1872354010101","1","本","1","入","1","20080831"
"1872354010201","1","本","1","入","1","20080831"
"1872354010401","1","本","1","入","1","20080831"
"1872354010601","1","本","1","入","1","20080831"
"1872354011201","1","本","1","入","1","20080831"
"1872354011301","1","本","1","入","1","20080831"
"1872354011401","1","本","1","入","1","20080831"
"1872354011501","1","本","1","入","1","20080831"
"1872354011601","1","本","1","入","1","20080831"
"1872354011701","1","本","1","入","1","20080831"
"1872354011801","1","本","1","入","1","20080831"
"1872354011901","1","本","1","入","1","20080831"
"1872361010201","1","本","1","入","1","20080831"
"1872361010301","1","本","1","入","1","20080831"
"1872361010401","1","本","1","入","1","20080831"
"1872361010701","1","本","1","入","1","20080831"
"1872378010101","1","本","1","入","1","20080831"
"1872385010101","1","本","1","入","1","20210331"
"1872385010201","1","本","1","入","1","20210331"
"1872385010301","1","本","1","入","1","20210331"
"1872385010401","1","本","1","入","1","20210331"
"1872385010501","1","本","1","入","1","20210331"
"1872385010502","1","本","1","入","1","20210331"
"1872385010601","1","本","1","入","1","20210331"
"1872385010701","1","本","1","入","1","20210331"
"1872385010801","1","本","1","入","1","20210331"
"1872385010901","1","本","1","入","1","20210331"
"1872385011101","1","本","1","入","1","20210331"
"1872385011103","1","本","1","入","1","20210331"
"1872385011301","1","本","1","入","1","20210331"
"1872385011401","1","本","1","入","1","20210331"
"1872385011501","1","本","1","入","1","20210331"
"1872385011601","1","本","1","入","1","20210331"
"1872385011701","1","本","1","入","1","20221031"
"1872385011801","1","本","1","入","1","20221031"
"1872408010101","1","本","1","入","1","20210331"
"1872408010201","1","本","1","入","1","20210331"
"1872408010301","1","本","1","入","1","20210331"
"1872408010401","1","本","1","入","1","20210331"
"1872408010501","1","本","1","入","1","20210331"
"1872408010601","1","本","1","入","1","20210331"
"1872408010701","1","本","1","入","1","20210331"
"1872408010801","1","本","1","入","1","20210331"
"1872415010101","1","本","1","入","1","20080831"
"1872415010201","1","本","1","入","1","20080831"
"1872415010301","1","本","1","入","1","20080831"
"1872415010302","1","本","1","入","1","20180228"
"1872415010401","1","本","1","入","1","20080831"
"1872415010501","1","本","1","入","1","20080831"
"1872415010502","1","本","1","入","1","20180228"
"1872415010601","1","本","1","入","1","20080831"
"1872415010701","1","本","1","入","1","20080831"
"1872415010801","1","本","1","入","1","20080831"
"1872415010901","1","本","1","入","1","20180131"
"1872415011001","1","本","1","入","1","20080831"
"1872415011101","1","本","1","入","1","20080831"
"1872415011201","1","本","1","入","1","20080831"
"1872415011301","1","本","1","入","1","20080831"
"1872415011401","1","本","1","入","1","20080831"
"1872415011501","1","本","1","入","1","20180228"
"1872415011601","1","本","1","入","1","20180228"
"1872415011701","1","本","1","入","1","20180228"
"1872422010101","1","本","1","入","1","20150630"
"1872422010201","1","本","1","入","1","20080831"
"1872422010301","1","本","1","入","1","20080831"
"1872422010401","1","本","1","入","1","20080831"
"1872439010101","1","本","1","入","1","20080831"
"1872439010201","1","本","1","入","1","20080831"
"1872439010301","1","本","1","入","1","20080831"
"1872439010401","1","本","1","入","1","20080831"
"1872439010501","1","本","1","入","1","20080831"
"1872439010601","1","本","1","入","1","20080831"
"1872439010701","1","本","1","入","1","20080831"
"1872439010801","1","本","1","入","1","20080831"
"1872446010101","1","本","1","入","1","20080731"
"1872453010101","1","本","1","入","1","20080831"
"1872453010201","1","本","1","入","1","20080831"
"1872453010301","1","本","1","入","1","20080831"
"1872453010401","1","本","1","入","1","20080831"
"1872453010501","1","本","1","入","1","20080831"
"1872453010601","1","本","1","入","1","20080831"
"1872453010701","1","本","1","入","1","20080831"
"1872453010801","1","本","1","入","1","20080831"
"1872453010901","1","本","1","入","1","20080831"
"1872453011001","1","本","1","入","1","20080831"
"1872460010101","1","本","1","入","1","20080831"
"1872477010101","1","本","1","入","1","20080831"
"1872477010201","1","本","1","入","1","20220430"
"1872484010101","1","本","1","入","1","20080831"
"1872484010102","1","本","1","入","1","20080831"
"1872484010201","1","本","1","入","1","20080831"
"1872484010202","1","本","1","入","1","20080831"
"1872484010301","1","本","1","入","1","20080831"
"1872484010401","1","本","1","入","1","20080831"
"1872484010402","1","本","1","入","1","20080831"
"1872484010501","1","本","1","入","1","20080831"
"1872484010502","1","本","1","入","1","20080831"
"1872484010601","1","本","1","入","1","20080831"
"1872484010602","1","本","1","入","1","20080831"
"1872484010701","1","本","1","入","1","20080831"
"1872484010702","1","本","1","入","1","20080831"
"1872484010801","1","本","1","入","1","20080831"
"1872484010802","1","本","1","入","1","20080831"
"1872484010901","1","本","1","入","1","20080831"
"1872484010902","1","本","1","入","1","20080831"
"1872484011001","1","本","1","入","1","20080831"
"1872484011002","1","本","1","入","1","20080831"
"1872484011101","1","本","1","入","1","20080831"
"1872484011201","1","本","1","入","1","20080831"
"1872484011301","1","本","1","入","1","20080831"
"1872484011302","1","本","1","入","1","20080831"
"1872484011401","1","本","1","入","1","20080831"
"1872484011402","1","本","1","入","1","20080831"
"1872484011501","1","本","1","入","1","20080831"
"1872484011601","1","本","1","入","1","20080831"
"1872484011701","1","本","1","入","1","20080831"
"1872484011801","1","本","1","入","1","20080831"
"1872484011802","1","本","1","入","1","20080831"
"1872484011901","1","本","1","入","1","20080831"
"1872484012001","1","本","1","入","1","20080831"
"1872484012101","1","本","1","入","1","20080831"
"1872484012102","1","本","1","入","1","20080831"
"1872484012201","1","本","1","入","1","20080831"
"1872484012301","1","本","1","入","1","20080831"
"1872484012401","1","本","1","入","1","20080831"
"1872484012501","1","本","1","入","1","20080831"
"1872484012601","1","本","1","入","1","20080831"
"1872484012701","1","本","1","入","1","20080831"
"1872484012801","1","本","1","入","1","20080831"
"1872484012901","1","本","1","入","1","20080831"
"1872484013001","1","本","1","入","1","20080831"
"1872484013101","1","本","1","入","1","20080831"
"1872484013102","1","本","1","入","1","20080831"
"1872484013201","1","本","1","入","1","20080831"
"1872484013301","1","本","1","入","1","20080831"
"1872484013401","1","本","1","入","1","20080831"
"1872484013501","1","本","1","入","1","20080831"
"1872484013601","1","本","1","入","1","20080831"
"1872484013701","1","本","1","入","1","20080831"
"1872484013801","1","本","1","入","1","20080831"
"1872484013802","1","本","1","入","1","20080831"
"1872484013901","1","本","1","入","1","20080831"
"1872484014001","1","本","1","入","1","20080831"
"1872484014002","1","本","1","入","1","20080831"
"1872484014401","1","本","1","入","1","20080831"
"1872484014701","1","本","1","入","1","20080831"
"1872484015101","1","本","1","入","1","20080831"
"1872484015601","1","本","1","入","1","20080831"
"1872484015701","1","本","1","入","1","20080831"
"1872484015801","1","本","1","入","1","20250430"
"1872507010101","1","本","1","入","1","20080831"
"1872507010201","1","本","1","入","1","20080831"
"1872507010301","1","本","1","入","1","20080831"
"1872507010401","1","本","1","入","1","20080831"
"1872507010501","1","本","1","入","1","20080831"
"1872507010601","1","本","1","入","1","20080831"
"1872507010701","1","本","1","入","1","20080831"
"1872507010801","1","本","1","入","1","20080831"
"1872507010901","1","本","1","入","1","20080831"
"1872507011001","1","本","1","入","1","20080831"
"1872507011101","1","本","1","入","1","20080831"
"1872507011201","1","本","1","入","1","20080831"
"1872507011301","1","本","1","入","1","20080831"
"1872507011401","1","本","1","入","1","20080831"
"1872507011501","1","本","1","入","1","20080831"
"1872507011601","1","本","1","入","1","20080831"
"1872507011701","1","本","1","入","1","20080831"
"1872507011801","1","本","1","入","1","20080831"
"1872507011901","1","本","1","入","1","20080831"
"1872507012001","1","本","1","入","1","20210930"
"1872514010101","1","本","1","入","1","20080930"
"1872514010201","1","本","1","入","1","20080930"
"1872514010301","1","本","1","入","1","20080930"
"1872514010302","1","本","1","入","1","20080930"
"1872514010401","1","本","1","入","1","20080930"
"1872514010501","1","本","1","入","1","20080930"
"1872514010502","1","本","1","入","1","20080930"
"1872514010601","1","本","1","入","1","20080930"
"1872514010602","1","本","1","入","1","20101130"
"1872514010701","1","本","1","入","1","20080930"
"1872514010702","1","本","1","入","1","20150430"
"1872514010801","1","本","1","入","1","20080930"
"1872514010901","1","本","1","入","1","20080930"
"1872514011001","1","本","1","入","1","20080930"
"1872514011101","1","本","1","入","1","20080930"
"1872514011201","1","本","1","入","1","20080930"
"1872514011301","1","本","1","入","1","20080930"
"1872514011401","1","本","1","入","1","20080930"
"1872514011501","1","本","1","入","1","20080930"
"1872514011502","1","本","1","入","1","20080930"
"1872514011601","1","本","1","入","1","20080930"
"1872514011701","1","本","1","入","1","20080930"
"1872514011801","1","本","1","入","1","20080930"
"1872514011901","1","本","1","入","1","20080930"
"1872514012001","1","本","1","入","1","20100531"
"1872514012101","1","本","1","入","1","20100531"
"1872514012201","1","本","1","入","1","20101130"
"1872514012301","1","本","1","入","1","20140930"
"1872514012401","1","本","1","入","1","20180731"
"1872538010101","1","本","1","入","1","20080930"
"1872538010201","1","本","1","入","1","20080930"
"1872538010301","1","本","1","入","1","20080930"
"1872538010401","1","本","1","入","1","20080930"
"1872538010501","1","本","1","入","1","20100531"
"1872538010601","1","本","1","入","1","20150430"
"1872545010101","1","本","1","入","1","20210630"
"1872545010201","1","本","1","入","1","20210630"
"1872545010301","1","本","1","入","1","20210630"
"1872545010401","1","本","1","入","1","20210630"
"1872545010501","1","本","1","入","1","20210630"
"1872545010601","1","本","1","入","1","20210630"
"1872545010701","1","本","1","入","1","20210630"
"1872545010801","1","本","1","入","1","20210630"
"1872545010901","1","本","1","入","1","20210630"
"1872545011001","1","本","1","入","1","20210630"
"1872545011002","1","本","1","入","1","20210630"
"1872545011101","1","本","1","入","1","20210630"
"1872545011102","1","本","1","入","1","20210630"
"1872545011301","1","本","1","入","1","20210630"
"1872545011401","1","本","1","入","1","20210630"
"1872545011501","1","本","1","入","1","20210630"
"1872545011502","1","本","1","入","1","20210630"
"1872545011601","1","本","1","入","1","20210630"
"1872545011701","1","本","1","入","1","20210630"
"1872545011801","1","本","1","入","1","20210630"
"1872545011901","1","本","1","入","1","20210630"
"1872545012001","1","本","1","入","1","20210630"
"1872545012101","1","本","1","入","1","20240531"
"1872545012201","1","本","1","入","1","20240831"
"1872545012301","1","本","1","入","1","20240831"
"1872569010101","1","本","1","入","1","20080831"
"1872569010201","1","本","1","入","1","20080831"
"1872569010202","1","本","1","入","1","20080831"
"1872569010301","1","本","1","入","1","20080831"
"1872569010401","1","本","1","入","1","20080831"
"1872569010402","1","本","1","入","1","20080831"
"1872569010501","1","本","1","入","1","20080831"
"1872569010601","1","本","1","入","1","20080831"
"1872569010701","1","本","1","入","1","20080831"
"1872569010801","1","本","1","入","1","20080831"
"1872569010901","1","本","1","入","1","20080831"
"1872569011001","1","本","1","入","1","20080831"
"1872569011101","1","本","1","入","1","20080831"
"1872569011201","1","本","1","入","1","20080831"
"1872569011301","1","本","1","入","1","20080831"
"1872569011401","1","本","1","入","1","20080831"
"1872569011501","1","本","1","入","1","20080831"
"1872569011801","1","本","1","入","1","20110630"
"1872569011901","1","本","1","入","1","20110630"
"1872569012001","1","本","1","入","1","20110630"
"1872569012101","1","本","1","入","1","20110630"
"1872569012201","1","本","1","入","1","20110630"
"1872569012301","1","本","1","入","1","20110630"
"1872569012401","1","本","1","入","1","20110630"
"1872569012501","1","本","1","入","1","20110630"
"1872569012601","1","本","1","入","1","20110630"
"1872569012701","1","本","1","入","1","20111222"
"1872569012801","1","本","1","入","1","20210531"
"1872569012901","1","本","1","入","1","20210531"
"1872576010101","1","本","1","入","1","20080831"
"1872576010201","1","本","1","入","1","20080831"
"1872576010301","1","本","1","入","1","20080831"
"1872576010401","1","本","1","入","1","20080831"
"1872576010501","1","本","1","入","1","20120229"
"1872576010601","1","本","1","入","1","20210531"
"1872583010101","1","本","1","入","1","20250930"
"1872583010201","1","本","1","入","1","20250930"
"1872583010301","1","本","1","入","1","20250930"
"1872583010401","1","本","1","入","1","20250930"
"1872583010501","1","本","1","入","1","20250930"
"1872583010601","1","本","1","入","1","20250930"
"1872583010701","1","本","1","入","1","20250930"
"1872583010801","1","本","1","入","1","20250930"
"1872583010901","1","本","1","入","1","20250930"
"1872583011001","1","本","1","入","1","20250930"
"1872583011101","1","本","1","入","1","20250930"
"1872583011201","1","本","1","入","1","20250930"
"1872583011301","1","本","1","入","1","20250930"
"1872590010101","1","本","1","入","1","20250930"
"1872590010201","1","本","1","入","1","20250930"
"1872606010101","1","本","1","入","1","20250930"
"1872606010201","1","本","1","入","1","20250930"
"1872606010301","1","本","1","入","1","20250930"
"1872606010401","1","本","1","入","1","20250930"
"1872606010501","1","本","1","入","1","20250930"
"1872606010601","1","本","1","入","1","20250930"
"1872613010101","1","本","1","入","1","20080831"
"1872613010201","1","本","1","入","1","20080831"
"1872613010301","1","本","1","入","1","20080831"
"1872613010401","1","本","1","入","1","20080831"
"1872613010501","1","本","1","入","1","20080831"
"1872613010601","1","本","1","入","1","20080831"
"1872613010701","1","本","1","入","1","20080831"
"1872613010801","1","本","1","入","1","20080831"
"1872613010802","1","本","1","入","1","20080831"
"1872613010901","1","本","1","入","1","20080831"
"1872613011001","1","本","1","入","1","20080831"
"1872613011101","1","本","1","入","1","20080831"
"1872613011201","1","本","1","入","1","20080831"
"1872613011301","1","本","1","入","1","20080831"
"1872613011401","1","本","1","入","1","20080831"
"1872613011501","1","本","1","入","1","20080831"
"1872613011601","1","本","1","入","1","20080831"
"1872613011701","1","本","1","入","1","20080831"
"1872613011801","1","本","1","入","1","20080831"
"1872613011901","1","本","1","入","1","20080831"
"1872613012001","1","本","1","入","1","20080831"
"1872613012101","1","本","1","入","1","20080831"
"1872613012201","1","本","1","入","1","20080831"
"1872613012301","1","本","1","入","1","20080831"
"1872613012401","1","本","1","入","1","20080831"
"1872613012501","1","本","1","入","1","20081031"
"1872613012601","1","本","1","入","1","20081031"
"1872613012701","1","本","1","入","1","20100730"
"1872613012801","1","本","1","入","1","20100730"
"1872613012901","1","本","1","入","1","20130930"
"1872613013001","1","本","1","入","1","20130930"
"1872613013101","1","本","1","入","1","20130930"
"1872620010101","1","本","1","入","1","20080831"
"1872620010201","1","本","1","入","1","20080831"
"1872620010301","1","本","1","入","1","20080831"
"1872637010101","1","本","1","入","1","20080831"
"1872637010201","1","本","1","入","1","20191130"
"1872644010101","1","本","1","入","1","20080831"
"1872644010201","1","本","1","入","1","20080831"
"1872644010301","1","本","1","入","1","20080831"
"1872644010401","1","本","1","入","1","20080831"
"1872644010501","1","本","1","入","1","20080831"
"1872644010601","1","本","1","入","1","20080831"
"1872644010701","1","本","1","入","1","20080831"
"1872644010801","1","本","1","入","1","20080831"
"1872651010101","1","本","1","入","1","20080831"
"1872651010201","1","本","1","入","1","20080831"
"1872651010301","1","本","1","入","1","20080831"
"1872651010401","1","本","1","入","1","20080831"
"1872651010501","1","本","1","入","1","20080831"
"1872651010601","1","本","1","入","1","20080831"
"1872651010801","1","本","1","入","1","20080831"
"1872668010102","1","本","1","入","1","20170831"
"1872668010202","1","本","1","入","1","20170831"
"1872668010302","1","本","1","入","1","20170831"
"1872675010101","1","本","1","入","1","20101029"
"1872675010102","1","本","1","入","1","20200731"
"1872675010201","1","本","1","入","1","20080831"
"1872675010301","1","本","1","入","1","20080831"
"1872675010401","1","本","1","入","1","20080831"
"1872675010402","1","本","1","入","1","20080831"
"1872675010501","1","本","1","入","1","20080831"
"1872675010502","1","本","1","入","1","20200731"
"1872675010601","1","本","1","入","1","20080831"
"1872675010602","1","本","1","入","1","20080831"
"1872675010701","1","本","1","入","1","20080831"
"1872675010702","1","本","1","入","1","20151231"
"1872675010801","1","本","1","入","1","20080831"
"1872675010802","1","本","1","入","1","20081031"
"1872675010901","1","本","1","入","1","20080831"
"1872675011001","1","本","1","入","1","20080831"
"1872675011101","1","本","1","入","1","20080831"
"1872675011201","1","本","1","入","1","20080831"
"1872675011301","1","本","1","入","1","20080831"
"1872675011401","1","本","1","入","1","20080831"
"1872675011501","1","本","1","入","1","20080831"
"1872675011601","1","本","1","入","1","20080831"
"1872675011701","1","本","1","入","1","20080831"
"1872675011801","1","本","1","入","1","20080831"
"1872675011901","1","本","1","入","1","20080831"
"1872675011902","1","本","1","入","1","20081031"
"1872675012001","1","本","1","入","1","20080831"
"1872675012101","1","本","1","入","1","20081031"
"1872675012201","1","本","1","入","1","20081031"
"1872675012301","1","本","1","入","1","20161231"
"1872675012401","1","本","1","入","1","20180630"
"1872675012501","1","本","1","入","1","20190430"
"1872675012601","1","本","1","入","1","20200731"
"1872675012701","1","本","1","入","1","20200731"
"1872675012801","1","本","1","入","1","20200731"
"1872675012901","1","本","1","入","1","20200930"
"1872675013001","1","本","1","入","1","20200930"
"1872675013101","1","本","1","入","1","20210228"
"1872675013201","1","本","1","入","1","20210331"
"1872675013301","1","本","1","入","1","20230331"
"1872675013401","1","本","1","入","1","20230531"
"1872675013501","1","本","1","入","1","20240630"
"1872675013601","1","本","1","入","1","20241231"
"1872682010101","1","本","1","入","1","20080831"
"1872682010201","1","本","1","入","1","20080831"
"1872682010301","1","本","1","入","1","20080831"
"1872682010401","1","本","1","入","1","20080831"
"1872682010501","1","本","1","入","1","20080831"
"1872682010601","1","本","1","入","1","20080831"
"1872682010701","1","本","1","入","1","20080831"
"1872682010801","1","本","1","入","1","20080831"
"1872682010901","1","本","1","入","1","20080831"
"1872682011001","1","本","1","入","1","20080831"
"1872682011101","1","本","1","入","1","20080831"
"1872682011201","1","本","1","入","1","20130731"
"1872682011301","1","本","1","入","1","20170331"
"1872682011401","1","本","1","入","1","20170331"
"1872682011501","1","本","1","入","1","20200731"
"1872699010101","1","本","1","入","1","20080831"
"1872699010201","1","本","1","入","1","20080831"
"1872699010301","1","本","1","入","1","20080831"
"1872699010401","1","本","1","入","1","20080831"
"1872699010501","1","本","1","入","1","20081031"
"1872699010601","1","本","1","入","1","20210531"
"1872705010101","1","本","1","入","1","20080831"
"1872705010201","1","本","1","入","1","20080831"
"1872705010301","1","本","1","入","1","20080831"
"1872705010401","1","本","1","入","1","20080831"
"1872705010501","1","本","1","入","1","20080831"
"1872705010601","1","本","1","入","1","20080831"
"1872705010701","1","本","1","入","1","20080831"
"1872705010801","1","本","1","入","1","20080831"
"1872705010901","1","本","1","入","1","20080831"
"1872705011001","1","本","1","入","1","20080831"
"1872705011101","1","本","1","入","1","20080831"
"1872705011201","1","本","1","入","1","20091030"
"1872705011301","1","本","1","入","1","20091030"
"1872705011401","1","本","1","入","1","20091030"
"1872705011501","1","本","1","入","1","20091030"
"1872705011601","1","本","1","入","1","20091030"
"1872705011701","1","本","1","入","1","20091030"
"1872705011801","1","本","1","入","1","20091030"
"1872705011901","1","本","1","入","1","20091030"
"1872705012001","1","本","1","入","1","20100331"
"1872705012101","1","本","1","入","1","20140131"
"1872705012201","1","本","1","入","1","20151231"
"1872705012301","1","本","1","入","1","20151231"
"1872705012401","1","本","1","入","1","20170331"
"1872705012501","1","本","1","入","1","20180228"
"1872705012601","1","本","1","入","1","20181130"
"1872705012701","1","本","1","入","1","20190331"
"1872705012801","1","本","1","入","1","20200229"
"1872705012901","1","本","1","入","1","20201231"
"1872705013001","1","個","1","入","1","20210731"
"1872712010101","1","本","1","入","1","20080831"
"1872712010201","1","個","1","入","1","20210731"
"1872743010101","1","本","1","入","1","20080930"
"1872743010201","1","本","1","入","1","20080930"
"1872743010301","1","本","1","入","1","20080930"
"1872750010101","1","本","1","入","1","20080930"
"1872750010201","1","本","1","入","1","20080930"
"1872750010301","1","本","1","入","1","20080930"
"1872750010401","1","本","1","入","1","20080930"
"1872767010101","1","本","1","入","1","20080930"
"1872774010101","12","本","1","入","1","20080930"
"1872774010201","12","本","1","入","1","20080930"
"1872774010301","2","本","1","入","1","20091130"
"1872828010101","56","本","1","入","4","20100630"
"1872828010102","56","本","1","入","1","20180331"
"1872835010101","56","本","1","入","4","20100630"
"1872835010102","56","本","1","入","1","20180331"
"1872842010101","1","本","1","入","1","20080930"
"1872842010201","1","本","1","入","1","20080930"
"1872842010301","1","本","1","入","1","20080930"
"1872842010401","1","本","1","入","1","20080930"
"1872842010501","1","本","1","入","1","20080930"
"1872842010601","1","本","1","入","1","20080930"
"1872859010101","1","本","1","入","1","20080930"
"1872859010201","1","本","1","入","1","20080930"
"1872859010301","1","本","1","入","1","20100630"
"1872866010101","1","本","1","入","1","20080831"
"1872866010201","1","本","1","入","1","20080831"
"1872866010301","1","本","1","入","1","20080831"
"1872866010401","1","本","1","入","1","20080831"
"1872866010501","1","本","1","入","1","20080831"
"1872866010601","1","本","1","入","1","20080831"
"1872866010701","1","本","1","入","1","20080831"
"1872873010101","1","本","1","入","1","20080831"
"1872880010101","1","本","1","入","1","20230228"
"1872880010201","1","本","1","入","1","20230228"
"1872880010301","1","本","1","入","1","20230228"
"1872880010401","1","本","1","入","1","20230228"
"1872880010501","1","本","1","入","1","20230228"
"1872880010601","1","本","1","入","1","20230228"
"1872897010101","1","本","1","入","1","20080930"
"1872897010201","1","本","1","入","1","20080930"
"1872897010301","1","本","1","入","1","20080930"
"1872897010302","1","本","1","入","1","20080930"
"1872897010401","1","本","1","入","1","20080930"
"1872897010501","1","本","1","入","1","20080930"
"1872897010601","1","本","1","入","1","20080930"
"1872897010701","1","本","1","入","1","20080930"
"1872897010801","1","本","1","入","1","20080930"
"1872897010901","1","本","1","入","1","20080930"
"1872897011001","1","本","1","入","1","20080930"
"1872897011101","1","本","1","入","1","20080930"
"1872897011201","1","本","1","入","1","20080930"
"1872897011301","1","本","1","入","1","20080930"
"1872897011401","1","本","1","入","1","20080930"
"1872897011501","1","本","1","入","1","20080930"
"1872897011601","1","本","1","入","1","20080930"
"1872897011701","1","本","1","入","1","20080930"
"1872897011801","1","本","1","入","1","20080930"
"1872897011901","1","本","1","入","1","20080930"
"1872897012001","1","本","1","入","1","20080930"
"1872897012101","1","本","1","入","1","20080930"
"1872897012201","1","本","1","入","1","20080930"
"1872903010101","1","本","1","入","1","20080930"
"1872903010201","1","本","1","入","1","20080930"
"1872903010301","1","本","1","入","1","20080930"
"1872903010401","1","本","1","入","1","20080930"
"1872903010501","1","本","1","入","1","20080930"
"1872910010101","1","本","1","入","1","20080930"
"1872910010201","1","本","1","入","1","20080930"
"1872910010301","1","本","1","入","1","20080930"
"1872910010401","1","本","1","入","1","20080930"
"1872910010501","1","本","1","入","1","20080930"
"1872910010601","1","本","1","入","1","20080930"
"1872910010701","1","本","1","入","1","20080930"
"1872927010101","1","本","1","入","1","20080930"
"1872927010201","1","本","1","入","1","20080930"
"1872927010301","1","本","1","入","1","20080930"
"1872927010401","1","本","1","入","1","20080930"
"1872927010501","1","本","1","入","1","20080930"
"1872934010101","1","本","1","入","1","20080930"
"1872934010201","1","本","1","入","1","20080930"
